,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.13558340334413524,0.026074257642604147,-0.05628661985697508,-0.09929542715524885,0.084648931649549,0.03983610053150201,-0.06345277121286842,0.14627350300461586,-0.12880203779052074,-0.0004951832899777735,0.10588361747923956,0.1299248788278672,-0.10637310057355061,-0.0058941391074995705,0.004955062869976753,-0.05400288474718044,-0.06143018020261008,-0.0319159058524045,0.0689580529164749,-0.1905080154259588
1,0.16709286653190042,0.05467907477477401,-0.13638410614741955,-0.05937262727675561,0.01363492665320674,-0.20486432776125194,0.22697751063705984,0.2526057514129122,0.05355173774198784,0.014739742428181848,2.9447247149021454e-05,-0.12104645547573628,-0.016439569943244442,-0.10404461652797069,-0.1172851319050647,-0.2254760164654438,0.0731638898924297,-0.07438929441938534,-0.12481366974674211,0.22307782758699077
2,0.1849135261032083,-0.009184478573467892,-0.03142028538619807,-0.190012047103707,-0.0032044600148605,-0.08309421000934956,0.06628988057268917,0.2807807910988692,0.2939919913915713,0.01441662333064337,0.01248132499804279,-0.11304521283648528,0.19854477848297358,-0.025770944963620916,0.04714394452590526,0.031501899857009394,0.19034669693864634,0.029753891415891975,0.13245376538612583,-0.08709085501942697
3,0.30159302156250195,0.1676884699876863,-0.10163594445545095,0.0327380074160509,0.093149162036442,0.03712002126882616,0.03867350079781819,0.14367545990376768,-0.17457501611581167,-0.23167953070305145,0.01929515734332502,-0.057224149942988314,-0.11125638659366582,-0.11515738244497532,0.09965960493699097,-0.10864162809611194,0.07037584905549034,-0.16479310445871775,-0.02178139408243329,0.1677357459384543
4,0.1589277688278905,0.059186150144148485,0.005190970502509713,-0.05501872081340229,0.010996533919411737,0.09416021732496285,-0.0686791424162228,-0.09038010078031278,0.01232076148824064,-0.05556674612287789,0.09601685754157663,-0.08636653313198644,0.1858942538032445,0.2677829265824592,-0.08499823567948857,-0.08675753319671677,0.42371808622507373,-0.19744980470253068,-0.09474845709088286,0.1365944884369085
5,0.06260784166559828,-0.0037342517169133334,0.010829601822235512,-0.05433459309118943,0.0240845546757871,0.0078054276119928975,-0.029712533187665813,-0.002010467769152348,0.03947717971429634,-0.014719369730558547,0.049671021850977756,-0.041056916056244806,-0.005805230095254287,-0.21003696412911121,0.06003621715485899,0.04671246632625772,0.11036685962932563,-0.21395428590954982,0.11062549996095439,-0.1709786240095286
6,0.13611716171149468,0.035517843576294304,-0.042688671370644846,-0.08005310608458191,-0.02333775972056409,0.06763828840544875,-0.07573424263908858,-0.19123213589434793,0.04189022451124384,-0.07195879618394999,-0.07734616213779014,-0.1001272798043159,0.2633435756011478,-0.016013840246641674,-0.11255973523884859,-0.17258456136990108,0.16512512963093826,-0.1818038940684328,-0.10425763055219277,0.020651105667019096
7,0.00877934845163715,-0.0032573566033643354,0.011196857571655509,0.008685254055332105,0.05365957973172692,0.05773355847217995,-0.08605051366405828,-0.051045515638168996,0.00821744597270093,0.08233297038160624,-0.05170261628667593,-0.07361257426773135,0.009595120017161621,-0.03234558386067597,-0.11095137214723601,0.0624438260286848,0.003706060700626305,0.005198279760158012,-0.05754105041072169,-0.0034838800154585944
8,0.020743878768499886,-0.030979652644699922,0.016951690027942994,-0.02658820106879657,-0.027336234685724246,-0.045815121617288804,0.1122597962139448,0.09880015825026259,0.12796247064033295,0.04273185716743991,-0.17437994460636924,-0.0036156833118913944,-0.0328668153697971,0.16497087198833962,0.1666896425495737,0.2791802249378025,-0.14676094759955827,-0.18328299265866566,-0.12369901627277935,0.08915824375767485
9,0.2197800928927848,0.006779906902998573,-0.005791664420047396,-0.040962760131084255,0.060432703170462954,0.012274237206365059,-0.047367348785972714,-0.008837213599775894,-0.17950503198038675,0.11531249795227592,0.057560538917224936,0.08014158782468847,0.04897871629064169,0.05238021820111109,0.07124084063364637,0.013818926839104842,-0.010534518270551298,0.0473912923359404,-0.10869770560304963,-0.1492087606444169
